data,valor_compra,valor_venda
2026-05-13,0.052357,0.0524508
2026-05-13,0.052506,0.052537
2026-05-12,0.0513442,0.0513675
2026-05-11,0.0514344,0.0514656
2026-05-10,0.0519924,0.0521128
